Frame,Total_Brightness,Average_Brightness,Max_Value,Max_X,Max_Y
769,54556771,60.37178094,255,770,227
770,70643164,78.1727647,255,771,227
771,70610747,78.13689248,255,766,227
772,70609310,78.13530232,255,340,227
773,70580614,78.10354772,255,340,227
774,70573833,78.09604395,255,771,227
775,70611041,78.13721782,255,768,227
776,70601981,78.12719215,255,787,227
777,57828916,63.9926921,255,776,227
778,70607625,78.13343772,255,769,227
779,70558319,78.07887637,255,323,227
780,70565169,78.08645649,255,323,227
781,70585988,78.10949451,255,323,227
782,70564642,78.08587332,255,323,227
783,70591234,78.11529966,255,789,227
784,70570677,78.09255157,255,769,227
785,70570395,78.09223951,255,769,227
786,70599755,78.12472889,255,320,227
787,70577182,78.09974991,255,320,227
788,70541472,78.06023371,255,316,227
789,70523305,78.04013036,255,768,227
790,70562616,78.08363137,255,785,227
791,70529377,78.04684955,255,811,227
792,70564921,78.08618206,255,785,226
793,70563506,78.08461624,255,785,226
794,70523635,78.04049553,255,798,226
795,70522203,78.0389109,255,791,227
796,70546920,78.06626239,255,783,226
797,70560020,78.08075868,255,778,227
798,70575825,78.09824827,255,786,227
799,70554420,78.07456179,255,781,227
800,70513500,78.02928028,255,779,225
801,70523766,78.04064049,255,787,227
802,58649281,64.90049686,255,776,226
803,70482844,77.99535676,255,798,227
804,70504889,78.01975146,255,795,227
805,70526835,78.04403661,255,792,225
806,70499403,78.01368073,255,784,225
807,70506678,78.02173114,255,769,225
808,70514762,78.03067679,255,769,225
809,70511402,78.02695866,255,781,227
810,70519085,78.03546056,255,779,227
811,70535101,78.05318365,255,785,225
812,70480281,77.99252058,255,782,225
813,70513407,78.02917736,255,788,225
814,70527486,78.04475699,255,772,225
815,70470385,77.9815698,255,766,225
816,70484190,77.99684623,255,767,225
817,70498158,78.01230303,255,766,225
818,70504877,78.01973818,255,772,225
819,70532637,78.05045702,255,776,227
820,70537734,78.05609729,255,772,225
821,70499950,78.01428603,255,766,225
822,70504647,78.01948367,255,766,225
823,70499319,78.01358777,255,766,225
824,70518027,78.03428979,255,765,226
825,70520106,78.03659039,255,763,225
826,70539558,78.0581157,255,764,225
827,70559248,78.07990439,255,780,225
828,70541642,78.06042183,255,780,225
829,60702876,67.17297716,255,775,225
830,70559214,78.07986677,255,775,225
831,70569995,78.09179688,255,771,225
832,70548301,78.06779059,255,771,225
833,60567699,67.02339213,255,765,225
834,62518121,69.18170259,255,765,225
835,70542460,78.06132702,255,765,225
836,70518526,78.03484198,255,762,225
837,70532628,78.05044706,255,762,225
838,70506248,78.02125531,255,770,225
839,70505786,78.02074407,255,770,225
840,70531461,78.04915567,255,770,225
841,70499752,78.01406693,255,765,225
842,70519576,78.0360039,255,765,225
843,56896148,62.96050372,255,785,225
844,70499353,78.0136254,255,772,225
845,70510343,78.02578678,255,780,225
846,70538695,78.05716072,255,766,225
847,54113361,59.88110946,255,767,225
848,70477924,77.98991236,255,779,224
849,70505215,78.02011221,255,782,224
850,70511917,78.02752855,255,784,225
851,70569184,78.09089943,255,795,225
852,70512064,78.02769122,255,768,224
853,70460750,77.97090784,255,788,224
854,70512728,78.02842599,255,788,224
855,70507586,78.02273592,255,784,224
856,70521270,78.03787845,255,784,224
857,70556392,78.07674398,255,780,225
858,70541934,78.06074495,255,778,225
859,70545989,78.06523216,255,778,225
860,70519293,78.03569073,255,778,225
861,70523212,78.04002744,255,778,225
862,70544750,78.0638611,255,775,225
863,70552230,78.07213837,255,772,225
864,70557988,78.07851009,255,778,225
865,70516247,78.03232007,255,782,224
866,68401250,75.69189315,255,769,225
867,70560517,78.08130865,255,776,225
868,70532963,78.05081777,255,772,223
869,70535177,78.05326775,255,772,223
870,70523349,78.04017905,255,776,223
871,70585483,78.10893569,255,771,225
872,70593188,78.11746193,255,827,225
873,70572389,78.09444604,255,784,223
874,70572583,78.09466072,255,784,223
875,70530254,78.04782002,255,770,223
876,70564245,78.085434,255,781,223
877,70575503,78.09789195,255,817,225
878,70579008,78.10177054,255,782,223
879,70579396,78.10219989,255,782,223
880,70538825,78.05730458,255,778,223
881,69059156,76.41992298,255,817,223
882,70485309,77.9980845,255,808,223
883,70612615,78.13895959,255,768,223
884,70573559,78.09574075,255,776,223
885,62513155,69.17620729,255,773,223
886,70619673,78.14676987,255,785,223
887,70585522,78.10897884,255,780,223
888,70602034,78.1272508,255,779,223
889,70611890,78.13815731,255,796,224
890,70582510,78.1056458,255,772,223
891,70598926,78.12381153,255,785,223
892,70605615,78.13121348,255,763,223
893,70616257,78.14298978,255,784,223
894,70606972,78.13271512,255,805,223
895,70619113,78.14615019,255,773,223
896,70568270,78.08988801,255,774,223
897,70578813,78.10155475,255,775,223
898,70582882,78.10605745,255,796,223
899,70639639,78.16886398,255,796,223
900,70660519,78.1919695,255,772,223
901,70645817,78.17570047,255,772,223
902,70630080,78.15828612,255,783,223
903,70671386,78.20399478,255,780,223
904,70672240,78.2049398,255,780,223
905,70628781,78.15684866,255,772,223
906,70671077,78.20365284,255,849,223
907,70675995,78.20909503,255,771,223
908,70697077,78.23242409,255,781,223
909,70700081,78.23574827,255,768,223
910,70663536,78.19530807,255,775,223
911,70679584,78.21306657,255,800,223
912,70704021,78.24010822,255,769,223
913,70703614,78.23965784,255,810,223
914,70701714,78.23755533,255,782,221
915,70713035,78.25008299,255,769,223
916,70739399,78.27925704,255,824,223
917,70730810,78.26975257,255,775,223
918,70731373,78.27037558,255,779,223
919,70724831,78.26313629,255,768,223
920,70735803,78.27527775,255,774,223
921,70721550,78.25950558,255,769,223
922,70731074,78.27004471,255,837,223
923,70736898,78.27648947,255,770,223
924,70742115,78.28226253,255,769,222
925,70726402,78.26487473,255,782,223
926,70742290,78.28245618,255,789,223
927,70693763,78.22875686,255,795,223
928,70724295,78.26254316,255,823,223
929,70710538,78.24731985,255,805,223
930,70723490,78.26165235,255,775,222
931,70703178,78.23917537,255,820,223
932,70706928,78.24332507,255,814,223
933,70745473,78.28597844,255,780,221
934,70745058,78.28551921,255,780,221
935,70708827,78.24542648,255,788,223
936,70739818,78.2797207,255,776,223
937,70717687,78.25523083,255,778,223
938,70723135,78.26125952,255,865,223
939,69683391,77.11069294,255,865,223
940,70706083,78.24239001,255,853,223
941,70711366,78.2482361,255,824,222
942,70724344,78.26259738,255,794,222
943,70703007,78.23898615,255,826,222
944,70703166,78.23916209,255,826,222
945,70695336,78.23049752,255,818,222
946,70720779,78.2586524,255,783,222
947,68655146,75.97285101,255,827,223
948,70762122,78.304402,255,852,223
949,70702606,78.2385424,255,774,222
950,70701257,78.23704962,255,774,222
951,70700753,78.2364919,255,780,223
952,70697535,78.2329309,255,770,222
953,70690095,78.2246979,255,776,222
954,70698941,78.23448677,255,776,222
955,70682012,78.21575336,255,780,221
956,70698154,78.23361588,255,772,221
957,70720160,78.25796742,255,775,221
958,70711013,78.24784548,255,776,221
959,70714587,78.25180042,255,781,223
960,70729137,78.26790125,255,790,223
961,70699807,78.23544507,255,782,221
962,70662157,78.19378209,255,788,222
963,70664404,78.19626859,255,788,222
964,70663989,78.19580936,255,770,221
965,70650207,78.18055838,255,779,221
966,70658070,78.18925947,255,811,221
967,70657968,78.1891466,255,770,221
968,70672883,78.20565134,255,768,221
969,70678757,78.21215143,255,768,221
970,70665832,78.1978488,255,769,221
971,64748395,71.64969348,255,776,221
972,70675234,78.20825292,255,782,221
973,70660949,78.19244533,255,774,221
974,65625165,72.61991524,255,864,221
975,70644765,78.17453634,255,864,221
976,67212647,74.37660123,255,777,222
977,70657429,78.18855015,255,774,222
978,70634878,78.16359552,255,773,221
979,70640419,78.16972712,255,783,221
980,70642867,78.17243604,255,783,221
981,70673448,78.20627656,255,770,221
982,70671545,78.20417072,255,771,221
983,70676323,78.20945799,255,771,221
984,70670718,78.20325558,255,771,221
985,65930395,72.9576786,255,770,221
986,70659930,78.19131772,255,771,221
987,70651414,78.18189403,255,788,221
988,70666145,78.19819516,255,781,221
989,70650507,78.18089036,255,768,221
990,70665206,78.19715607,255,768,221
991,70591781,78.11590497,255,835,221
992,70610394,78.13650186,255,768,221
993,70611808,78.13806657,255,769,221
994,70617133,78.14395914,255,775,221
995,70615034,78.14163642,255,782,221
996,68598055,75.90967488,255,768,221
997,70634230,78.16287845,255,768,221
998,70639366,78.16856188,255,768,221
999,70617992,78.1449097,255,772,221
1000,70630374,78.15861146,255,778,221
1001,70618451,78.14541763,255,776,221
1002,69781102,77.21881861,255,768,219
1003,70611232,78.13742918,255,771,221
1004,70603673,78.12906449,255,771,221
1005,70607954,78.13380179,255,768,221
1006,69736238,77.16917272,255,792,221
1007,70623462,78.15096273,255,772,220
1008,70634681,78.16337752,255,782,221
1009,70632847,78.16134804,255,782,221
1010,70606867,78.13259893,255,772,221
1011,70644416,78.17415014,255,769,221
1012,70637297,78.16627235,255,792,221
1013,70624270,78.15185685,255,777,221
1014,67701110,74.91712774,255,777,221
1015,70580004,78.1028727,255,783,221
1016,70594088,78.11845786,255,781,221
1017,70610628,78.1367608,255,778,221
1018,70601452,78.12660676,255,778,221
1019,70591302,78.11537491,255,779,219
1020,70631353,78.1596948,255,780,220
1021,70633365,78.16192126,255,792,221
1022,70624936,78.15259384,255,779,221
1023,70614471,78.14101341,255,771,221
1024,70579923,78.10278306,255,779,221
1025,70581760,78.10481586,255,787,219
1026,70597292,78.12200336,255,775,219
1027,70607197,78.1329641,255,780,219
1028,70578156,78.10082773,255,779,219
1029,70564542,78.08576266,255,771,219
1030,70622233,78.14960274,255,768,221
1031,70590685,78.11469215,255,772,220
1032,70607844,78.13368006,255,776,221
1033,70570070,78.09187987,255,770,220
1034,70609684,78.13571618,255,768,221
1035,70575716,78.09812766,255,771,220
1036,70558572,78.07915634,255,774,219
1037,70565233,78.08652731,255,771,219
1038,67001284,74.14270981,255,769,221
1039,70604004,78.12943077,255,769,221
1040,70534562,78.0525872,255,779,219
1041,70537623,78.05597446,255,779,219
1042,70536237,78.05444073,255,772,219
1043,70574567,78.09685619,255,782,219
1044,70551026,78.07080604,255,779,219
1045,70588697,78.11249225,255,865,219
1046,70558907,78.07952704,255,812,221
1047,70585037,78.10844215,255,864,221
1048,70595696,78.12023725,255,777,221
1049,70596391,78.12100633,255,777,221
1050,70557035,78.07745552,255,780,219
1051,70559475,78.08015559,255,780,219
1052,70539892,78.0584853,255,782,219
1053,70557037,78.07745773,255,775,219
1054,70551323,78.07113469,255,789,219
1055,70542854,78.06176301,255,789,219
1056,70530587,78.04818852,255,771,219
1057,70550853,78.0706146,255,781,220
1058,70578562,78.101277,255,772,220
1059,70543541,78.06252324,255,735,569
1060,70543853,78.06286849,255,784,219
1061,70532571,78.05038399,255,788,219
1062,60263871,66.6871802,255,770,219
1063,70616547,78.14331069,255,776,219
1064,70568793,78.09046676,255,777,220
1065,70559140,78.07978488,255,777,220
1066,70526724,78.04391377,255,784,219
1067,70541123,78.05984751,255,769,219
1068,70574104,78.09634384,255,775,219
1069,70559722,78.08042891,255,775,219
1070,70536224,78.05442635,255,768,219
1071,70587029,78.11064647,255,770,219
1072,70575244,78.09760535,255,770,219
1073,70579958,78.1028218,255,777,218
1074,70572717,78.094809,255,787,220
1075,70549477,78.06909194,255,771,219
1076,70553216,78.07322946,255,823,219
1077,70540437,78.05908839,255,780,219
1078,70524585,78.04154679,255,862,219
1079,70533354,78.05125044,255,862,219
1080,52668006,58.28169927,255,771,219
1081,61330806,67.86783596,255,861,219
1082,52357202,57.93776779,255,785,219
1083,70577409,78.10000111,255,979,545
1084,70518677,78.03500907,255,866,219
1085,70259901,77.74865107,255,780,220
1086,70521359,78.03797694,255,866,219
1087,70519996,78.03646866,255,777,219
1088,70491630,78.00507923,255,793,218
1089,70491213,78.00461779,255,786,219
1090,70490704,78.00405453,255,859,219
1091,70472548,77.98396335,255,873,218
1092,70488115,78.00118958,255,870,219
1093,70494917,78.00871658,255,787,220
1094,70513855,78.02967311,255,860,219
1095,56038635,62.01159149,255,780,219
1096,70516436,78.03252921,255,777,219
1097,70509321,78.02465585,255,776,219
1098,70495843,78.00974128,255,777,218
1099,70521921,78.03859884,255,859,219
1100,70540768,78.05945467,255,864,219
1101,70506297,78.02130953,255,959,545
1102,70520642,78.03718352,255,861,219
1103,70517817,78.03405741,255,772,218
1104,70520711,78.03725987,255,772,218
1105,70475636,77.98738049,255,778,219
1106,70502616,78.01723619,255,776,217
1107,70503157,78.01783485,255,786,219
1108,60094361,66.49960274,255,868,219
1109,70500248,78.01461579,255,868,219
1110,70471982,77.98333702,255,778,217
1111,66280529,73.34513213,255,782,217
1112,70539761,78.05834034,255,766,542
1113,70532900,78.05074805,255,766,542
1114,70497427,78.01149411,255,856,219
1115,70504975,78.01984663,255,778,220
1116,70460751,77.97090895,255,770,218
1117,70497708,78.01180506,255,820,219
1118,70486960,77.99991147,255,871,218
1119,70495625,78.00950004,255,753,542
1120,66699522,73.80878408,255,768,217
1121,70487311,78.00029988,255,774,217
1122,70486762,77.99969237,255,772,217
1123,70459082,77.96906206,255,780,217
1124,70518261,78.03454873,255,867,219
1125,70487302,78.00028993,255,784,218
1126,70489574,78.00280409,255,923,545
1127,70492568,78.00611721,255,787,217
1128,70471729,77.98305706,255,775,217
1129,70462606,77.97296167,255,772,217
1130,70463210,77.97363005,255,778,217
1131,70468565,77.97955582,255,868,218
1132,70485575,77.99837885,255,801,217
1133,70505090,78.01997388,255,864,218
1134,70495958,78.00986854,255,813,218
1135,70497522,78.01159924,255,782,217
1136,70472924,77.98437943,255,775,217
1137,70466401,77.97716116,255,864,219
1138,70465279,77.97591957,255,786,218
1139,70453782,77.96319715,255,868,218
1140,70457161,77.9669363,255,868,218
1141,70431408,77.93843839,255,779,217
1142,70445061,77.95354661,255,857,217
1143,70456751,77.9664826,255,808,218
1144,70468292,77.97925372,255,808,218
1145,70487525,78.00053669,255,800,217
1146,70486001,77.99885026,255,800,217
1147,70447247,77.95596561,255,772,217
1148,65575000,72.56440333,255,857,217
1149,67386901,74.56942834,255,857,217
1150,70433732,77.94101009,255,792,217
1151,67393507,74.57673845,255,851,217
1152,70407369,77.91183715,255,835,217
1153,70420958,77.92687456,255,779,217
1154,70423113,77.92925925,255,772,217
1155,70439591,77.94749358,255,791,217
1156,70438626,77.94642573,255,848,217
1157,70431000,77.9379869,255,853,217
1158,70409396,77.91408021,255,868,217
1159,70468280,77.97924044,255,826,217
1160,70469851,77.98097889,255,826,217
1161,70446270,77.95488447,255,853,217
1162,70454562,77.96406029,255,853,217
1163,70429891,77.93675969,255,854,217
1164,70418602,77.92426744,255,817,217
1165,70417782,77.92336004,255,855,217
1166,70414237,77.91943719,255,819,218
1167,70411772,77.91670945,255,817,218
1168,70449070,77.95798291,255,822,217
1169,70454591,77.96409238,255,780,216
1170,70462352,77.97268059,255,801,216
1171,70472504,77.98391466,255,784,216
1172,70478127,77.990137,255,764,215
1173,70418803,77.92448986,255,776,216
1174,70418474,77.9241258,255,776,216
1175,70414573,77.919809,255,776,216
1176,67112046,74.26527753,255,777,215
1177,70447336,77.95606409,255,798,215
1178,70455156,77.9647176,255,783,216
1179,70461420,77.97164926,255,787,217
1180,70436644,77.94423247,255,776,216
1181,70410474,77.91527311,255,795,216
1182,70407671,77.91217134,255,800,215
1183,70398808,77.90236367,255,774,215
1184,70399945,77.90362186,255,774,215
1185,70397799,77.90124712,255,774,215
1186,65190564,72.13899168,255,820,215
1187,70418818,77.92450646,255,780,216
1188,70404604,77.90877744,255,817,217
1189,70397451,77.90086203,255,781,215
1190,69017976,76.37435375,255,781,215
1191,64324432,71.18054178,255,774,215
1192,70367170,77.86735349,255,771,215
1193,64400498,71.26471539,255,774,215
1194,70391918,77.89473929,255,774,215
1195,66932835,74.06696508,255,776,215
1196,70374860,77.87586314,255,775,215
1197,70401468,77.90530719,255,784,216
1198,70388443,77.8908939,255,772,215
1199,70388935,77.89143834,255,871,215
1200,70387118,77.88942767,255,786,216
1201,70391177,77.89391931,255,785,215
1202,70386086,77.88828568,255,784,215
1203,70400292,77.90400584,255,784,215
1204,70395991,77.89924641,255,784,215
1205,70374124,77.87504869,255,772,215
1206,70403145,77.90716293,255,776,215
1207,67222418,74.38741369,255,775,215
1208,63782472,70.58081622,255,774,215
1209,70378003,77.87934114,255,781,215
1210,70378698,77.88011022,255,781,215
1211,70381319,77.88301058,255,781,215
1212,70423397,77.92957352,255,779,215
1213,70413970,77.91914173,255,779,215
1214,70366445,77.86655121,255,773,216
1215,70355637,77.85459123,255,790,541
1216,70368409,77.86872455,255,797,215
1217,70380045,77.88160079,255,814,215
1218,70362531,77.86222003,255,779,216
1219,65235753,72.18899721,255,779,216
1220,70361823,77.86143657,255,779,215
1221,70367069,77.86724172,255,775,216
1222,70369358,77.8697747,255,786,542
1223,70369067,77.86945268,255,786,542
1224,65097555,72.03606918,255,776,215
1225,70353462,77.8521844,255,782,216
1226,70369535,77.86997056,255,787,215
1227,70378176,77.87953258,255,794,215
1228,70375038,77.87606011,255,868,215
1229,70368596,77.86893148,255,869,216
1230,70371063,77.87166143,255,869,216
1231,70345398,77.84326089,255,868,215
1232,70342250,77.83977735,255,768,541
1233,70384054,77.88603709,255,869,215
1234,64894302,71.81115218,255,781,215
1235,70393513,77.89650429,255,781,215
1236,70367058,77.86722955,255,865,215
1237,70381360,77.88305595,255,784,213
1238,70373525,77.87438584,255,766,541
1239,70389836,77.89243538,255,779,216
1240,70363016,77.86275673,255,861,216
1241,70365634,77.86565377,255,858,216
1242,70333323,77.82989886,255,877,214
1243,70106948,77.57939536,255,782,213
1244,70343482,77.84114067,255,752,542
1245,70111721,77.5846771,255,753,541
1246,70329630,77.82581223,255,753,541
1247,70341844,77.83932808,255,753,541
1248,70371953,77.87264629,255,752,541
1249,70372003,77.87270162,255,753,541
1250,70391590,77.89437633,255,753,541
1251,70388500,77.89095698,255,753,541
1252,68906496,76.2509915,255,788,214
1253,70347000,77.84503364,255,788,214
1254,70317683,77.81259185,255,865,213
1255,70320515,77.8157257,255,803,214
1256,70347520,77.84560907,255,861,213
1257,70375669,77.87675837,255,792,213
1258,70362669,77.86237274,255,861,213
1259,70375366,77.87642307,255,784,213
1260,62815621,69.51091205,255,857,213
1261,70397479,77.90089302,255,859,213
1262,70375284,77.87633233,255,860,213
1263,65639262,72.63551478,255,860,213
1264,70321470,77.81678249,255,856,213
1265,70320351,77.81554422,255,865,213
1266,70321795,77.81714213,255,866,213
1267,70322585,77.81801633,255,772,213
1268,70340148,77.83745131,255,784,213
1269,70314737,77.80933184,255,854,213
1270,70316241,77.81099615,255,854,213
1271,70332088,77.82853222,255,768,213
1272,64535333,71.41392196,255,783,213
1273,70317350,77.81222335,255,864,213
1274,70325145,77.82084919,255,716,539
1275,70338394,77.83551036,255,869,213
1276,70312790,77.80717732,255,856,213
1277,68518090,75.8211867,255,521,549
1278,70323618,77.81915944,255,708,542
1279,70324014,77.81959765,255,377,562
1280,70465450,77.9761088,255,861,213
1281,68725696,76.05092068,255,868,214
1282,69717945,77.14892993,255,857,213
1283,70323929,77.81950359,255,861,213
1284,70367838,77.86809269,255,798,213
1285,70369172,77.86956887,255,788,213
1286,70340150,77.83745352,255,820,213
1287,70375787,77.87688894,255,507,550
1288,70324653,77.82030475,255,868,214
1289,70326040,77.82183959,255,867,214
1290,70339702,77.83695777,255,768,214
1291,70315948,77.81067192,255,881,213
1292,70308709,77.80266134,255,687,539
1293,70295421,77.78795702,255,685,539
1294,70298071,77.79088947,255,869,213
1295,70301062,77.79419927,255,869,213
1296,70293637,77.78598287,255,782,211
1297,70322872,77.81833392,255,513,532
1298,70295239,77.78775562,255,782,213
1299,70297152,77.78987252,255,782,213
1300,70287774,77.77949495,255,682,539
1301,70287220,77.77888191,255,781,211
1302,70332001,77.82843595,255,873,214
1303,66878644,74.00699805,255,792,214
1304,70295442,77.78798026,255,792,214
1305,70251020,77.73882348,255,503,530
1306,70263070,77.75215784,255,785,211
1307,70252158,77.74008277,255,798,213
1308,70261272,77.7501682,255,782,213
1309,70295132,77.78763722,255,788,211
1310,70292902,77.78516953,255,867,214
1311,70304150,77.79761641,255,864,213
1312,70288328,77.780108,255,782,211
1313,70273682,77.76390094,255,788,211
1314,70270807,77.7607195,255,788,211
1315,70297503,77.79026093,255,494,546
1316,70290586,77.78260667,255,776,211
1317,70254590,77.74277399,255,773,211
1318,70235638,77.72180197,255,771,211
1319,70248047,77.7355336,255,781,212
1320,70258866,77.74750575,255,773,211
1321,70261063,77.74993692,255,791,212
1322,70260418,77.74922318,255,785,214
1323,70275561,77.76598021,255,794,211
1324,69070602,76.43258897,255,515,563
1325,70272508,77.76260181,255,862,211
1326,70256055,77.74439514,255,478,529
1327,70257985,77.74653085,255,476,545
1328,70221204,77.7058295,255,779,212
1329,67027124,74.171304,255,781,212
1330,70179985,77.66021711,255,469,529
1331,70159081,77.63708503,255,462,529
1332,70159373,77.63740815,255,867,211
1333,70138865,77.61471428,255,864,211
1334,70158048,77.63594193,255,462,530
1335,70172530,77.65196751,255,791,211
1336,70176831,77.65672694,255,862,212
1337,70153486,77.63089368,255,784,212
1338,70158075,77.6359718,255,794,211
1339,70168356,77.64734862,255,863,211
1340,70164230,77.64278284,255,863,211
1341,65366976,72.3342068,255,788,212
1342,70019526,77.48265536,255,484,563
1343,69992309,77.4525374,255,863,212
1344,69951007,77.40683317,255,857,211
1345,69959727,77.4164826,255,869,211
1346,69984700,77.44411739,255,869,211
1347,70023120,77.48663244,255,442,529
1348,69998894,77.45982427,255,871,211
1349,69976988,77.43558339,255,442,543
1350,69982545,77.44173269,255,442,543
1351,70000222,77.46129382,255,792,211
1352,70000743,77.46187035,255,869,214
1353,69982663,77.44186327,255,869,211
1354,65401130,72.37200115,255,881,212
1355,69890896,77.34031516,255,881,212
1356,69747630,77.18177895,255,870,211
1357,69712187,77.14255821,255,860,211
1358,60564551,67.0199086,255,869,211
1359,69670139,77.09602846,255,867,211
1360,69661092,77.08601717,255,867,211
1361,69668742,77.09448256,255,871,211
1362,69673384,77.09961933,255,788,212
1363,69709120,77.13916431,255,422,543
1364,69694364,77.12283552,255,420,543
1365,69694578,77.12307233,255,420,543
1366,69665838,77.09126903,255,870,212
1367,69655016,77.07929356,255,864,212
1368,69601077,77.01960539,255,873,212
1369,69435909,76.83683273,255,861,209
1370,69445494,76.84743936,255,862,209
1371,69316928,76.70516997,255,861,211
1372,69304053,76.69092267,255,868,211
1373,69277508,76.66154834,255,864,211
1374,69317277,76.70555617,255,878,212
1375,69275775,76.65963062,255,871,211
1376,69278109,76.66221339,255,871,211
1377,69287357,76.67244711,255,405,527
1378,69286023,76.67097092,255,404,530
1379,69280198,76.66452505,255,775,539
1380,69275235,76.65903306,255,404,530
1381,69278755,76.66292825,255,404,530
1382,63774873,70.57240727,255,870,211
1383,69137150,76.50623008,255,857,211
1384,69069319,76.43116922,255,868,209
1385,68981993,76.33453546,255,785,212
1386,68990800,76.34428116,255,872,212
1387,68842713,76.1804101,255,800,211
1388,68815494,76.15028993,255,877,211
1389,68833395,76.17009893,255,1039,233
1390,68828334,76.1644985,255,1039,233
1391,68798522,76.13150894,255,865,211
1392,68792465,76.12480635,255,873,212
1393,65440997,72.41611743,255,1055,239
1394,59099709,65.39893436,255,783,209
1395,68807760,76.14173159,255,783,209
1396,68795695,76.12838062,255,864,211
1397,68803693,76.1372311,255,1054,239
1398,68816258,76.15113536,255,1054,239
1399,68782028,76.11325691,255,860,211
1400,68776159,76.10676235,255,860,211
1401,68571589,75.88038797,255,860,209
1402,68489448,75.78949186,255,1045,237
1403,68362523,75.64903838,255,1043,237
1404,68239069,75.51242586,255,862,212
1405,68248442,75.52279789,255,862,212
1406,68215008,75.48580028,255,862,212
1407,68191257,75.45951775,255,861,209
1408,68148523,75.41222889,255,1036,237
1409,68198072,75.46705914,255,859,209
1410,68206813,75.47673181,255,859,209
1411,68174726,75.44122477,255,864,209
1412,58319862,64.53596627,255,1039,237
1413,68127716,75.38920414,255,868,211
1414,68133882,75.39602735,255,868,211
1415,68033628,75.28508764,255,873,212
1416,64501132,71.3760756,255,1034,237
1417,67670808,74.88359596,255,1027,237
1418,67534580,74.73284791,255,795,209
1419,67538051,74.73668887,255,797,209
1420,67538909,74.73763832,255,797,209
1421,67517069,74.71347048,255,792,209
1422,67545401,74.74482228,255,855,209
1423,67547810,74.74748805,255,807,209
1424,60833285,67.31728599,255,856,209
1425,67505144,74.70027443,255,860,210
1426,67439145,74.62724084,255,853,209
1427,67211097,74.37488602,255,800,210
1428,67119857,74.27392108,255,1019,239
1429,66993809,74.13443808,255,858,209
1430,66996815,74.13776447,255,863,209
1431,66812834,73.9341736,255,782,209
1432,66809356,73.93032489,255,860,209
1433,66749628,73.8642307,255,868,210
1434,66820254,73.94238447,255,863,209
1435,66815693,73.93733733,255,863,209
1436,66784161,73.90244445,255,865,209
1437,65927739,72.95473951,255,798,209
1438,66774274,73.89150363,255,791,209
1439,66757109,73.87250907,255,782,209
1440,66759950,73.87565289,255,782,209
1441,66779237,73.89699562,255,864,209
1442,66822251,73.94459433,255,784,209
1443,66799912,73.91987429,255,778,209
1444,66819369,73.94140514,255,781,209
1445,66790350,73.90929311,255,857,209
1446,66803858,73.92424088,255,779,209
1447,66815146,73.93673203,255,785,209
1448,66799656,73.91959101,255,804,209
1449,66761138,73.87696751,255,880,209
1450,66757543,73.87298933,255,785,209
1451,66767487,73.88399323,255,785,209
1452,66808642,73.92953479,255,784,210
1453,66792678,73.91186925,255,881,209
1454,66786353,73.90487009,255,880,209
1455,66833853,73.95743294,255,793,209
1456,66833838,73.95741634,255,793,209
1457,66781391,73.89937921,255,505,535
1458,66813380,73.9347778,255,783,209
1459,66842017,73.96646711,255,783,209
1460,66830484,73.95370485,255,782,210
1461,66814382,73.9358866,255,784,210
1462,66793274,73.91252877,255,793,209
1463,66843686,73.968314,255,793,209
1464,66808272,73.92912535,255,862,209
1465,66832787,73.95625332,255,862,209
1466,66835110,73.95882392,255,787,209
1467,66814546,73.93606808,255,860,209
1468,66815554,73.93718352,255,862,209
1469,66812102,73.93336358,255,862,209
1470,66772620,73.88967334,255,785,209
1471,66774342,73.89157888,255,785,209
1472,66757354,73.87278019,255,796,209
1473,66812223,73.93349748,255,786,210
1474,66825416,73.94809667,255,864,209
1475,66832268,73.955679,255,865,209
1476,66820438,73.94258808,255,865,209
1477,66756041,73.87132724,255,860,209
1478,66816193,73.93789063,255,864,210
1479,66772510,73.88955161,255,867,209
1480,66794684,73.91408906,255,867,209
1481,66795399,73.91488027,255,867,209
1482,66776731,73.89422251,255,793,209
1483,66765281,73.8815521,255,793,209
1484,66827632,73.95054887,255,869,209
1485,66802441,73.92267285,255,858,210
1486,66804751,73.92522906,255,858,210
1487,66787229,73.90583946,255,859,209
1488,66818614,73.94056967,255,865,209
1489,66808281,73.92913531,255,864,209
1490,66832817,73.95628652,255,860,209
1491,66835227,73.95895339,255,860,209
1492,66779724,73.89753453,255,1017,267
1493,66818835,73.94081423,255,860,209
1494,66834848,73.95853399,255,861,209
1495,66825886,73.94861677,255,339,528
1496,66820151,73.94227049,255,865,209
1497,66845557,73.97038443,255,778,209
1498,59387517,65.71741878,255,778,209
1499,66841215,73.96557963,255,862,209
1500,66833786,73.9573588,255,862,209
1501,66805901,73.92650164,255,859,209
1502,66821964,73.94427674,255,794,210
1503,66795937,73.91547561,255,881,209
1504,66835488,73.95924221,255,795,211
1505,66836665,73.96054466,255,795,211
1506,66795379,73.91485814,255,862,209
1507,66829596,73.9527222,255,506,535
1508,66802709,73.92296941,255,506,535
1509,66809195,73.93014673,255,506,535
1510,66813142,73.93451443,255,877,209
1511,66809964,73.9309977,255,877,209
1512,63920036,70.73304267,255,785,209
1513,66787030,73.90561925,255,863,209
1514,66826255,73.9490251,255,782,209
